circRNA,Alias
hsa_circRNA_102958,hsa_circ_0003854
hsa_circRNA_078780,hsa_circ_0078780
hsa_circRNA_102600,hsa_circ_0000958
hsa_circRNA_101127,hsa_circ_0028048
hsa_circRNA_001085,hsa_circ_0000800
hsa_circRNA_103088,hsa_circ_0008694
hsa_circRNA_075796,hsa_circ_0075796
hsa_circRNA_101640,hsa_circ_0008843
hsa_circRNA_102699,hsa_circ_0054211
hsa_circRNA_040206,hsa_circ_0040206
hsa_circRNA_104781,hsa_circ_0087063
hsa_circRNA_400033,hsa_circ_0092360
hsa_circRNA_100708,hsa_circ_0000267
hsa_circRNA_076039,hsa_circ_0076039
hsa_circRNA_037760,hsa_circ_0037760
hsa_circRNA_005732,hsa_circ_0005732
hsa_circRNA_005073,hsa_circ_0005073
hsa_circRNA_102228,hsa_circ_0000814
hsa_circRNA_001359,hsa_circ_0000157
hsa_circRNA_047917,hsa_circ_0047917
hsa_circRNA_103508,hsa_circ_0067919
hsa_circRNA_101679,hsa_circ_0037357
hsa_circRNA_074491,hsa_circ_0074491
hsa_circRNA_084708,hsa_circ_0084708
hsa_circRNA_052621,hsa_circ_0052621
hsa_circRNA_104721,hsa_circ_0085895
hsa_circRNA_066859,hsa_circ_0066859
hsa_circRNA_000366,hsa_circ_0000366
hsa_circRNA_100548,hsa_circ_0000213
hsa_circRNA_048977,hsa_circ_0048977
hsa_circRNA_011205,hsa_circ_0011205
hsa_circRNA_011206,hsa_circ_0011206
hsa_circRNA_058819,hsa_circ_0058819
hsa_circRNA_076734,hsa_circ_0076734
hsa_circRNA_080289,hsa_circ_0080289
hsa_circRNA_103391,hsa_circ_0066151
hsa_circRNA_103460,hsa_circ_0007358
hsa_circRNA_103772,hsa_circ_0008910
hsa_circRNA_101110,hsa_circ_0027641
hsa_circRNA_010906,hsa_circ_0010906
hsa_circRNA_002566,hsa_circ_0002566
hsa_circRNA_100370,hsa_circ_0015002
hsa_circRNA_003527,hsa_circ_0003527
hsa_circRNA_102500,hsa_circ_0008838
hsa_circRNA_100519,hsa_circ_0017412
hsa_circRNA_104182,hsa_circ_0077782
hsa_circRNA_003656,hsa_circ_0003656
hsa_circRNA_100790,hsa_circ_0000288
hsa_circRNA_008172,hsa_circ_0008172
hsa_circRNA_000883,hsa_circ_0000883
hsa_circRNA_092396,hsa_circ_0000424
hsa_circRNA_100264,hsa_circ_0012986
hsa_circRNA_102906,hsa_circ_0058048
hsa_circRNA_060491,hsa_circ_0060491
hsa_circRNA_104506,hsa_circ_0082628
hsa_circRNA_001112,hsa_circ_0001112
hsa_circRNA_104131,hsa_circ_0076943
hsa_circRNA_068772,hsa_circ_0068772
hsa_circRNA_000870,hsa_circ_0000870
hsa_circRNA_104679,hsa_circ_0085459
hsa_circRNA_102066,hsa_circ_0043513
hsa_circRNA_041586,hsa_circ_0041586
hsa_circRNA_070703,hsa_circ_0070703
hsa_circRNA_006177,hsa_circ_0006177
hsa_circRNA_049472,hsa_circ_0049472
hsa_circRNA_060776,hsa_circ_0060776
hsa_circRNA_101430,hsa_circ_0033024
hsa_circRNA_032535,hsa_circ_0032535
hsa_circRNA_103246,hsa_circ_0002077
hsa_circRNA_013452,hsa_circ_0013452
hsa_circRNA_054124,hsa_circ_0054124
hsa_circRNA_102443,hsa_circ_0049282
hsa_circRNA_100458,hsa_circ_0005521
hsa_circRNA_001090,hsa_circ_0000833
hsa_circRNA_100768,hsa_circ_0021464
hsa_circRNA_105024,hsa_circ_0091331
hsa_circRNA_101122,hsa_circ_0027842
hsa_circRNA_102985,hsa_circ_0001127
hsa_circRNA_102629,hsa_circ_0000978
hsa_circRNA_102091,hsa_circ_0044158
hsa_circRNA_000522,hsa_circ_0000522
hsa_circRNA_041099,hsa_circ_0041099
hsa_circRNA_007059,hsa_circ_0007059
hsa_circRNA_000952,hsa_circ_0000952
hsa_circRNA_007570,hsa_circ_0007570
hsa_circRNA_092442,hsa_circ_0000776
hsa_circRNA_104579,hsa_circ_0083822
hsa_circRNA_005800,hsa_circ_0005800
hsa_circRNA_100350,hsa_circ_0014528
hsa_circRNA_070294,hsa_circ_0070294
hsa_circRNA_103235,hsa_circ_0004469
hsa_circRNA_104481,hsa_circ_0082306
hsa_circRNA_043247,hsa_circ_0043247
hsa_circRNA_104151,hsa_circ_0077229
hsa_circRNA_100482,hsa_circ_0007041
hsa_circRNA_101571,hsa_circ_0036005
hsa_circRNA_104728,hsa_circ_0086242
hsa_circRNA_011459,hsa_circ_0011459
hsa_circRNA_003307,hsa_circ_0003307
hsa_circRNA_001226,hsa_circ_0001226
hsa_circRNA_104990,hsa_circ_0090160
hsa_circRNA_100101,hsa_circ_0002135
hsa_circRNA_000232,hsa_circ_0000232
hsa_circRNA_026154,hsa_circ_0026154
hsa_circRNA_102990,hsa_circ_0059369
hsa_circRNA_091610,hsa_circ_0091610
hsa_circRNA_003447,hsa_circ_0003447
hsa_circRNA_104474,hsa_circ_0082179
hsa_circRNA_104381,hsa_circ_0001712
hsa_circRNA_000299,hsa_circ_0000299
hsa_circRNA_000447,hsa_circ_0000447
hsa_circRNA_004988,hsa_circ_0004988
hsa_circRNA_077007,hsa_circ_0077007
hsa_circRNA_102605,hsa_circ_0052455
hsa_circRNA_102784,hsa_circ_0055734
hsa_circRNA_104218,hsa_circ_0078241
hsa_circRNA_101039,hsa_circ_0025821
hsa_circRNA_100754,hsa_circ_0021087
hsa_circRNA_001691,hsa_circ_0001691
hsa_circRNA_103553,hsa_circ_0001377
hsa_circRNA_104253,hsa_circ_0003345
hsa_circRNA_002439,hsa_circ_0002439
hsa_circRNA_100326,hsa_circ_0003952
hsa_circRNA_103983,hsa_circ_0001986
hsa_circRNA_103259,hsa_circ_0001251
hsa_circRNA_004496,hsa_circ_0004496
hsa_circRNA_032646,hsa_circ_0032646
hsa_circRNA_100084,hsa_circ_0007991
hsa_circRNA_104485,hsa_circ_0082333
hsa_circRNA_016921,hsa_circ_0016921
hsa_circRNA_103214,hsa_circ_0063210
hsa_circRNA_101334,hsa_circ_0002301
hsa_circRNA_000551,hsa_circ_0000551
hsa_circRNA_059104,hsa_circ_0059104
hsa_circRNA_100077,hsa_circ_0010433
hsa_circRNA_102724,hsa_circ_0054672
hsa_circRNA_102725,hsa_circ_0004435
hsa_circRNA_100310,hsa_circ_0002623
hsa_circRNA_100221,hsa_circ_0003332
hsa_circRNA_104921,hsa_circ_0009007
hsa_circRNA_049963,hsa_circ_0049963
hsa_circRNA_008721,hsa_circ_0008721
hsa_circRNA_104478,hsa_circ_0082271
hsa_circRNA_102390,hsa_circ_0047979
hsa_circRNA_025402,hsa_circ_0025402
hsa_circRNA_066876,hsa_circ_0066876
hsa_circRNA_000631,hsa_circ_0000631
hsa_circRNA_000733,hsa_circ_0000733
hsa_circRNA_100728,hsa_circ_0020523
hsa_circRNA_102594,hsa_circ_0052012
hsa_circRNA_021493,hsa_circ_0021493
hsa_circRNA_105002,hsa_circ_0090830
hsa_circRNA_100426,hsa_circ_0015936
hsa_circRNA_101473,hsa_circ_0034447
hsa_circRNA_101478,hsa_circ_0008946
hsa_circRNA_102001,hsa_circ_0005415
hsa_circRNA_102403,hsa_circ_0048234
hsa_circRNA_000134,hsa_circ_0000134
hsa_circRNA_100666,hsa_circ_0019591
hsa_circRNA_008551,hsa_circ_0008551
hsa_circRNA_001734,hsa_circ_0001734
hsa_circRNA_103370,hsa_circ_0065343
hsa_circRNA_102587,hsa_circ_0051732
hsa_circRNA_040695,hsa_circ_0040695
hsa_circRNA_008964,hsa_circ_0008964
hsa_circRNA_001416,hsa_circ_0001338
hsa_circRNA_002015,hsa_circ_0002015
hsa_circRNA_001124,hsa_circ_0001124
hsa_circRNA_102187,hsa_circ_0045526
hsa_circRNA_103268,hsa_circ_0063982
hsa_circRNA_101159,hsa_circ_0002857
hsa_circRNA_089757,hsa_circ_0089757
hsa_circRNA_004721,hsa_circ_0004721
hsa_circRNA_092447,hsa_circ_0000807
hsa_circRNA_000808,hsa_circ_0000808
hsa_circRNA_104968,hsa_circ_0004073
hsa_circRNA_101698,hsa_circ_0000669
hsa_circRNA_000451,hsa_circ_0000451
hsa_circRNA_104738,hsa_circ_0008732
hsa_circRNA_039107,hsa_circ_0039107
hsa_circRNA_104757,hsa_circ_0008344
hsa_circRNA_101379,hsa_circ_0032363
hsa_circRNA_104723,hsa_circ_0001833
hsa_circRNA_001524,hsa_circ_0001524
hsa_circRNA_025249,hsa_circ_0025249
hsa_circRNA_056734,hsa_circ_0056734
hsa_circRNA_100645,hsa_circ_0004224
hsa_circRNA_103177,hsa_circ_0062548
hsa_circRNA_102599,hsa_circ_0052166
hsa_circRNA_102316,hsa_circ_0007504
hsa_circRNA_102226,hsa_circ_0046192
hsa_circRNA_103217,hsa_circ_0063266
hsa_circRNA_062191,hsa_circ_0062191
hsa_circRNA_003949,hsa_circ_0003949
hsa_circRNA_080242,hsa_circ_0080242
hsa_circRNA_065638,hsa_circ_0065638
hsa_circRNA_100425,hsa_circ_0015928
hsa_circRNA_102965,hsa_circ_0006391
hsa_circRNA_104591,hsa_circ_0001790
hsa_circRNA_400034,hsa_circ_0092344
hsa_circRNA_105040,hsa_circ_0091994
hsa_circRNA_104221,hsa_circ_0003249
hsa_circRNA_092374,hsa_circ_0000178
hsa_circRNA_005128,hsa_circ_0005128
hsa_circRNA_102871,hsa_circ_0057319
hsa_circRNA_008410,hsa_circ_0008410
hsa_circRNA_102838,hsa_circ_0056856
hsa_circRNA_100149,hsa_circ_0002306
hsa_circRNA_104270,hsa_circ_0001666
hsa_circRNA_001729,hsa_circ_0000691
hsa_circRNA_101188,hsa_circ_0029000
hsa_circRNA_104945,hsa_circ_0001895
hsa_circRNA_102554,hsa_circ_0002945
hsa_circRNA_005093,hsa_circ_0005093
hsa_circRNA_100364,hsa_circ_0004680
hsa_circRNA_103028,hsa_circ_0059910
hsa_circRNA_104544,hsa_circ_0008726
hsa_circRNA_100882,hsa_circ_0002383
hsa_circRNA_000932,hsa_circ_0000932
hsa_circRNA_014572,hsa_circ_0014572
hsa_circRNA_103213,hsa_circ_0001228
hsa_circRNA_102371,hsa_circ_0007180
hsa_circRNA_006747,hsa_circ_0006747
hsa_circRNA_101499,hsa_circ_0034920
hsa_circRNA_079276,hsa_circ_0079276
hsa_circRNA_100758,hsa_circ_0003546
hsa_circRNA_012657,hsa_circ_0012657
hsa_circRNA_103216,hsa_circ_0007513
hsa_circRNA_024371,hsa_circ_0024371
hsa_circRNA_009052,hsa_circ_0009052
hsa_circRNA_100664,hsa_circ_0005741
hsa_circRNA_024326,hsa_circ_0024326
hsa_circRNA_003956,hsa_circ_0003956
hsa_circRNA_103489,hsa_circ_0067717
hsa_circRNA_003681,hsa_circ_0003681
hsa_circRNA_017594,hsa_circ_0017594
hsa_circRNA_001732,hsa_circ_0001732
hsa_circRNA_086026,hsa_circ_0086026
hsa_circRNA_007903,hsa_circ_0007903
hsa_circRNA_103961,hsa_circ_0008196
hsa_circRNA_026634,hsa_circ_0026634
hsa_circRNA_008883,hsa_circ_0008883
hsa_circRNA_053955,hsa_circ_0053955
hsa_circRNA_102614,hsa_circ_0006089
hsa_circRNA_014531,hsa_circ_0014531
hsa_circRNA_002407,hsa_circ_0002407
hsa_circRNA_007662,hsa_circ_0007662
hsa_circRNA_103617,hsa_circ_0069382
hsa_circRNA_092458,hsa_circ_0000872
hsa_circRNA_006240,hsa_circ_0006240
hsa_circRNA_104029,hsa_circ_0002300
hsa_circRNA_067236,hsa_circ_0067236
hsa_circRNA_104032,hsa_circ_0075303
hsa_circRNA_101759,hsa_circ_0038608
hsa_circRNA_101297,hsa_circ_0030830
hsa_circRNA_042265,hsa_circ_0042265
hsa_circRNA_100667,hsa_circ_0000255
hsa_circRNA_001512,hsa_circ_0001512
hsa_circRNA_101766,hsa_circ_0000682
hsa_circRNA_006349,hsa_circ_0006349
hsa_circRNA_092437,hsa_circ_0000741
hsa_circRNA_058931,hsa_circ_0058931
hsa_circRNA_058934,hsa_circ_0058934
hsa_circRNA_007952,hsa_circ_0007952
hsa_circRNA_010389,hsa_circ_0010389
hsa_circRNA_100436,hsa_circ_0003344
hsa_circRNA_101731,hsa_circ_0004833
hsa_circRNA_102543,hsa_circ_0050867
hsa_circRNA_104517,hsa_circ_0006357
hsa_circRNA_102120,hsa_circ_0044468
hsa_circRNA_104954,hsa_circ_0089371
hsa_circRNA_067406,hsa_circ_0067406
hsa_circRNA_100202,hsa_circ_0012185
hsa_circRNA_102259,hsa_circ_0046533
hsa_circRNA_092538,hsa_circ_0001401
hsa_circRNA_102235,hsa_circ_0046377
hsa_circRNA_101419,hsa_circ_0032832
hsa_circRNA_103292,hsa_circ_0005028
hsa_circRNA_103684,hsa_circ_0070271
hsa_circRNA_004738,hsa_circ_0004738
hsa_circRNA_006984,hsa_circ_0006984
hsa_circRNA_002499,hsa_circ_0002499
hsa_circRNA_001930,hsa_circ_0001930
hsa_circRNA_104931,hsa_circ_0006088
hsa_circRNA_066361,hsa_circ_0066361
hsa_circRNA_004885,hsa_circ_0004885
hsa_circRNA_021827,hsa_circ_0021827
hsa_circRNA_005940,hsa_circ_0005940
hsa_circRNA_103023,hsa_circ_0059859
hsa_circRNA_100946,hsa_circ_0024162
hsa_circRNA_102293,hsa_circ_0000825
hsa_circRNA_103939,hsa_circ_0073930
hsa_circRNA_100333,hsa_circ_0003432
hsa_circRNA_102945,hsa_circ_0058698
hsa_circRNA_063334,hsa_circ_0063334
hsa_circRNA_101061,hsa_circ_0004313
hsa_circRNA_100248,hsa_circ_0008657
hsa_circRNA_100646,hsa_circ_0002435
hsa_circRNA_100068,hsa_circ_0000021
hsa_circRNA_100756,hsa_circ_0005944
hsa_circRNA_049382,hsa_circ_0049382
hsa_circRNA_007730,hsa_circ_0007730
hsa_circRNA_104038,hsa_circ_0075393
hsa_circRNA_400095,hsa_circ_0092321
hsa_circRNA_008053,hsa_circ_0008053
hsa_circRNA_101512,hsa_circ_0003784
hsa_circRNA_101968,hsa_circ_0041811
hsa_circRNA_100714,hsa_circ_0020336
hsa_circRNA_000558,hsa_circ_0000558
hsa_circRNA_104209,hsa_circ_0078155
hsa_circRNA_101237,hsa_circ_0003489
hsa_circRNA_087298,hsa_circ_0087298
hsa_circRNA_011129,hsa_circ_0011129
hsa_circRNA_001418,hsa_circ_0001418
hsa_circRNA_003582,hsa_circ_0003582
hsa_circRNA_103304,hsa_circ_0064522
hsa_circRNA_000686,hsa_circ_0000686
hsa_circRNA_027719,hsa_circ_0027719
hsa_circRNA_005361,hsa_circ_0005361
hsa_circRNA_028294,hsa_circ_0028294
hsa_circRNA_101040,hsa_circ_0025822
hsa_circRNA_005095,hsa_circ_0005095
hsa_circRNA_000367,hsa_circ_0000367
hsa_circRNA_103512,hsa_circ_0001361
hsa_circRNA_100810,hsa_circ_0022015
hsa_circRNA_102585,hsa_circ_0051700
hsa_circRNA_006173,hsa_circ_0006173
hsa_circRNA_102435,hsa_circ_0049148
hsa_circRNA_101893,hsa_circ_0040719
hsa_circRNA_101789,hsa_circ_0038885
hsa_circRNA_001536,hsa_circ_0001536
hsa_circRNA_101000,hsa_circ_0000374
hsa_circRNA_104071,hsa_circ_0075728
hsa_circRNA_048801,hsa_circ_0048801
hsa_circRNA_086160,hsa_circ_0086160
hsa_circRNA_000055,hsa_circ_0000055
hsa_circRNA_104744,hsa_circ_0002606
hsa_circRNA_101120,hsa_circ_0027821
hsa_circRNA_025522,hsa_circ_0025522
hsa_circRNA_007719,hsa_circ_0007719
hsa_circRNA_104467,hsa_circ_0082131
hsa_circRNA_104388,hsa_circ_0080428
hsa_circRNA_002050,hsa_circ_0000738
hsa_circRNA_029235,hsa_circ_0029235
hsa_circRNA_102485,hsa_circ_0050102
hsa_circRNA_003946,hsa_circ_0003946
hsa_circRNA_101936,hsa_circ_0041234
hsa_circRNA_101871,hsa_circ_0007511
hsa_circRNA_103050,hsa_circ_0060191
hsa_circRNA_104615,hsa_circ_0002157
hsa_circRNA_000332,hsa_circ_0001155
hsa_circRNA_059914,hsa_circ_0059914
hsa_circRNA_102190,hsa_circ_0045601
hsa_circRNA_103237,hsa_circ_0063526
hsa_circRNA_042219,hsa_circ_0042219
hsa_circRNA_010844,hsa_circ_0010844
hsa_circRNA_011725,hsa_circ_0011725
hsa_circRNA_100689,hsa_circ_0020100
hsa_circRNA_015204,hsa_circ_0015204
hsa_circRNA_013533,hsa_circ_0013533
hsa_circRNA_101292,hsa_circ_0002664
hsa_circRNA_000440,hsa_circ_0000440
hsa_circRNA_101974,hsa_circ_0041915
hsa_circRNA_015154,hsa_circ_0015154
hsa_circRNA_006026,hsa_circ_0006026
hsa_circRNA_101319,hsa_circ_0000524
hsa_circRNA_102265,hsa_circ_0046557
hsa_circRNA_102271,hsa_circ_0046580
hsa_circRNA_102262,hsa_circ_0004382
hsa_circRNA_102557,hsa_circ_0003079
hsa_circRNA_052507,hsa_circ_0052507
hsa_circRNA_055243,hsa_circ_0055243
hsa_circRNA_087060,hsa_circ_0087060
hsa_circRNA_103823,hsa_circ_0006308
hsa_circRNA_100429,hsa_circ_0003126
hsa_circRNA_082778,hsa_circ_0082778
hsa_circRNA_087800,hsa_circ_0087800
hsa_circRNA_102705,hsa_circ_0054263
hsa_circRNA_004150,hsa_circ_0004150
hsa_circRNA_006919,hsa_circ_0006919
hsa_circRNA_044136,hsa_circ_0044136
hsa_circRNA_008823,hsa_circ_0008823
hsa_circRNA_102793,hsa_circ_0055940
hsa_circRNA_103082,hsa_circ_0060828
hsa_circRNA_103910,hsa_circ_0073271
hsa_circRNA_102388,hsa_circ_0002799
hsa_circRNA_103198,hsa_circ_0062813
hsa_circRNA_025042,hsa_circ_0025042
hsa_circRNA_001386,hsa_circ_0001386
hsa_circRNA_101373,hsa_circ_0005139
hsa_circRNA_100559,hsa_circ_0000219
hsa_circRNA_104796,hsa_circ_0087288
hsa_circRNA_100334,hsa_circ_0014132
hsa_circRNA_071271,hsa_circ_0071271
hsa_circRNA_100447,hsa_circ_0016418
hsa_circRNA_021845,hsa_circ_0021845
hsa_circRNA_000578,hsa_circ_0000487
hsa_circRNA_008389,hsa_circ_0008389
hsa_circRNA_000102,hsa_circ_0000102
hsa_circRNA_103108,hsa_circ_0061265
hsa_circRNA_080285,hsa_circ_0080285
hsa_circRNA_001532,hsa_circ_0001532
hsa_circRNA_080719,hsa_circ_0080719
hsa_circRNA_018900,hsa_circ_0018900
hsa_circRNA_102378,hsa_circ_0003423
hsa_circRNA_036599,hsa_circ_0036599
hsa_circRNA_102203,hsa_circ_0045848
hsa_circRNA_017099,hsa_circ_0017099
hsa_circRNA_103176,hsa_circ_0062545
hsa_circRNA_103068,hsa_circ_0008117
hsa_circRNA_000529,hsa_circ_0000529
hsa_circRNA_008990,hsa_circ_0008990
hsa_circRNA_103445,hsa_circ_0066914
hsa_circRNA_101285,hsa_circ_0006318
hsa_circRNA_056459,hsa_circ_0056459
hsa_circRNA_000424,hsa_circ_0001549
hsa_circRNA_032552,hsa_circ_0032552
hsa_circRNA_100692,hsa_circ_0020134
hsa_circRNA_000481,hsa_circ_0001828
hsa_circRNA_101528,hsa_circ_0035436
hsa_circRNA_000508,hsa_circ_0001942
hsa_circRNA_004297,hsa_circ_0004297
hsa_circRNA_103831,hsa_circ_0072391
hsa_circRNA_001382,hsa_circ_0000602
hsa_circRNA_101585,hsa_circ_0036211
hsa_circRNA_104421,hsa_circ_0004365
hsa_circRNA_003814,hsa_circ_0003814
hsa_circRNA_101569,hsa_circ_0008798
hsa_circRNA_070626,hsa_circ_0070626
hsa_circRNA_104352,hsa_circ_0008258
hsa_circRNA_067209,hsa_circ_0067209
hsa_circRNA_101813,hsa_circ_0039346
hsa_circRNA_001240,hsa_circ_0000507
hsa_circRNA_029545,hsa_circ_0029545
hsa_circRNA_103209,hsa_circ_0009004
hsa_circRNA_001276,hsa_circ_0001276
hsa_circRNA_104514,hsa_circ_0007178
hsa_circRNA_006580,hsa_circ_0006580
hsa_circRNA_102134,hsa_circ_0005077
hsa_circRNA_012593,hsa_circ_0012593
hsa_circRNA_104367,hsa_circ_0080170
hsa_circRNA_000617,hsa_circ_0000668
hsa_circRNA_032379,hsa_circ_0032379
hsa_circRNA_002773,hsa_circ_0002773
hsa_circRNA_104534,hsa_circ_0002094
hsa_circRNA_104004,hsa_circ_0074930
hsa_circRNA_104048,hsa_circ_0003790
hsa_circRNA_101456,hsa_circ_0006770
hsa_circRNA_400027,hsa_circ_0092367
hsa_circRNA_103747,hsa_circ_0001449
hsa_circRNA_104686,hsa_circ_0085540
hsa_circRNA_104067,hsa_circ_0002245
hsa_circRNA_021732,hsa_circ_0021732
hsa_circRNA_007720,hsa_circ_0007720
hsa_circRNA_006549,hsa_circ_0006549
hsa_circRNA_000561,hsa_circ_0000561
hsa_circRNA_045942,hsa_circ_0045942
hsa_circRNA_103785,hsa_circ_0071775
hsa_circRNA_104482,hsa_circ_0082314
hsa_circRNA_008981,hsa_circ_0008981
hsa_circRNA_017469,hsa_circ_0017469
hsa_circRNA_008593,hsa_circ_0008593
hsa_circRNA_101523,hsa_circ_0035292
hsa_circRNA_000639,hsa_circ_0000844
hsa_circRNA_102743,hsa_circ_0001021
hsa_circRNA_102401,hsa_circ_0048171
hsa_circRNA_100741,hsa_circ_0002350
hsa_circRNA_103403,hsa_circ_0066367
hsa_circRNA_020050,hsa_circ_0020050
hsa_circRNA_102204,hsa_circ_0005320
hsa_circRNA_100509,hsa_circ_0017286
hsa_circRNA_092404,hsa_circ_0000486
hsa_circRNA_100481,hsa_circ_0004834
hsa_circRNA_041905,hsa_circ_0041905
hsa_circRNA_051879,hsa_circ_0051879
hsa_circRNA_007101,hsa_circ_0007101
hsa_circRNA_104891,hsa_circ_0088214
hsa_circRNA_051214,hsa_circ_0051214
hsa_circRNA_104970,hsa_circ_0002172
hsa_circRNA_102907,hsa_circ_0058049
hsa_circRNA_030991,hsa_circ_0030991
hsa_circRNA_073836,hsa_circ_0073836
hsa_circRNA_103056,hsa_circ_0004053
hsa_circRNA_101017,hsa_circ_0025506
hsa_circRNA_004930,hsa_circ_0004930
hsa_circRNA_103093,hsa_circ_0060937
hsa_circRNA_104307,hsa_circ_0001674
hsa_circRNA_008404,hsa_circ_0008404
hsa_circRNA_002972,hsa_circ_0002972
hsa_circRNA_102974,hsa_circ_0001122
hsa_circRNA_016470,hsa_circ_0016470
hsa_circRNA_083061,hsa_circ_0083061
hsa_circRNA_101976,hsa_circ_0041992
hsa_circRNA_002977,hsa_circ_0002977
hsa_circRNA_102193,hsa_circ_0003684
hsa_circRNA_004888,hsa_circ_0004888
hsa_circRNA_035505,hsa_circ_0035505
hsa_circRNA_102450,hsa_circ_0006877
hsa_circRNA_101328,hsa_circ_0007750
hsa_circRNA_031376,hsa_circ_0031376
hsa_circRNA_100549,hsa_circ_0004630
hsa_circRNA_001869,hsa_circ_0001869
hsa_circRNA_100011,hsa_circ_0000007
hsa_circRNA_100615,hsa_circ_0018659
hsa_circRNA_102087,hsa_circ_0044020
hsa_circRNA_079373,hsa_circ_0079373
hsa_circRNA_005437,hsa_circ_0005437
hsa_circRNA_001161,hsa_circ_0001161
hsa_circRNA_026036,hsa_circ_0026036
hsa_circRNA_104198,hsa_circ_0006554
hsa_circRNA_006464,hsa_circ_0006464
hsa_circRNA_102055,hsa_circ_0043302
hsa_circRNA_001702,hsa_circ_0000998
hsa_circRNA_075379,hsa_circ_0075379
hsa_circRNA_102083,hsa_circ_0043949
hsa_circRNA_100234,hsa_circ_0012576
hsa_circRNA_103536,hsa_circ_0068282
hsa_circRNA_400101,hsa_circ_0092328
hsa_circRNA_020317,hsa_circ_0020317
hsa_circRNA_001223,hsa_circ_0001223
hsa_circRNA_004675,hsa_circ_0004675
hsa_circRNA_001896,hsa_circ_0001446
hsa_circRNA_103914,hsa_circ_0073378
hsa_circRNA_029965,hsa_circ_0029965
hsa_circRNA_001339,hsa_circ_0001339
hsa_circRNA_001906,hsa_circ_0001906
hsa_circRNA_104180,hsa_circ_0008536
hsa_circRNA_080252,hsa_circ_0080252
hsa_circRNA_016682,hsa_circ_0016682
hsa_circRNA_003567,hsa_circ_0003567
hsa_circRNA_102081,hsa_circ_0005659
hsa_circRNA_102270,hsa_circ_0046573
hsa_circRNA_001108,hsa_circ_0001132
hsa_circRNA_100317,hsa_circ_0008390
hsa_circRNA_101615,hsa_circ_0036444
hsa_circRNA_101846,hsa_circ_0003220
hsa_circRNA_100030,hsa_circ_0009574
hsa_circRNA_100031,hsa_circ_0009577
hsa_circRNA_102428,hsa_circ_0048775
hsa_circRNA_004702,hsa_circ_0004702
hsa_circRNA_060985,hsa_circ_0060985
hsa_circRNA_101934,hsa_circ_0041195
hsa_circRNA_104724,hsa_circ_0086088
hsa_circRNA_104567,hsa_circ_0083587
hsa_circRNA_102124,hsa_circ_0008060
hsa_circRNA_102935,hsa_circ_0058528
hsa_circRNA_000634,hsa_circ_0000634
hsa_circRNA_101196,hsa_circ_0007552
hsa_circRNA_001308,hsa_circ_0001308
hsa_circRNA_051933,hsa_circ_0051933
hsa_circRNA_006290,hsa_circ_0006290
hsa_circRNA_042268,hsa_circ_0042268
hsa_circRNA_100556,hsa_circ_0003136
hsa_circRNA_101166,hsa_circ_0003677
hsa_circRNA_002415,hsa_circ_0002415
hsa_circRNA_076777,hsa_circ_0076777
hsa_circRNA_001995,hsa_circ_0001995
hsa_circRNA_101004,hsa_circ_0000375
hsa_circRNA_001111,hsa_circ_0001111
hsa_circRNA_100876,hsa_circ_0023404
hsa_circRNA_003553,hsa_circ_0003553
hsa_circRNA_003574,hsa_circ_0003574
hsa_circRNA_005520,hsa_circ_0005520
hsa_circRNA_079973,hsa_circ_0079973
hsa_circRNA_102440,hsa_circ_0008762
hsa_circRNA_000380,hsa_circ_0000380
hsa_circRNA_042103,hsa_circ_0042103
hsa_circRNA_040730,hsa_circ_0040730
hsa_circRNA_001553,hsa_circ_0001553
hsa_circRNA_001378,hsa_circ_0001378
hsa_circRNA_000592,hsa_circ_0000548
hsa_circRNA_004076,hsa_circ_0004076
hsa_circRNA_104982,hsa_circ_0006931
hsa_circRNA_103778,hsa_circ_0005694
hsa_circRNA_002008,hsa_circ_0000406
hsa_circRNA_092405,hsa_circ_0000525
hsa_circRNA_100396,hsa_circ_0004722
hsa_circRNA_104719,hsa_circ_0006060
hsa_circRNA_007593,hsa_circ_0007593
hsa_circRNA_002051,hsa_circ_0001158
hsa_circRNA_104822,hsa_circ_0087531
hsa_circRNA_000906,hsa_circ_0000906
hsa_circRNA_000666,hsa_circ_0000666
hsa_circRNA_049367,hsa_circ_0049367
hsa_circRNA_000103,hsa_circ_0000103
hsa_circRNA_100659,hsa_circ_0003168
hsa_circRNA_016346,hsa_circ_0016346
hsa_circRNA_057360,hsa_circ_0057360
hsa_circRNA_053944,hsa_circ_0053944
hsa_circRNA_104134,hsa_circ_0004136
hsa_circRNA_104227,hsa_circ_0078297
hsa_circRNA_004491,hsa_circ_0004491
hsa_circRNA_101312,hsa_circ_0031113
hsa_circRNA_089475,hsa_circ_0089475
hsa_circRNA_103155,hsa_circ_0062171
hsa_circRNA_080646,hsa_circ_0080646
hsa_circRNA_102730,hsa_circ_0006729
hsa_circRNA_100937,hsa_circ_0004214
hsa_circRNA_031449,hsa_circ_0031449
hsa_circRNA_104644,hsa_circ_0084727
hsa_circRNA_103958,hsa_circ_0003280
hsa_circRNA_001068,hsa_circ_0001068
hsa_circRNA_100127,hsa_circ_0006602
hsa_circRNA_016771,hsa_circ_0016771
hsa_circRNA_000487,hsa_circ_0001854
hsa_circRNA_101176,hsa_circ_0008803
hsa_circRNA_016330,hsa_circ_0016330
hsa_circRNA_074407,hsa_circ_0074407
